Stkcd,Indnme,Nindnme,Nnindnme,enNindnme
300492,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300493,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300494,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
300495,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300496,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300497,工业,医药制造业,医药制造业,Pharmaceutical industry
300498,综合,畜牧业,畜牧业,Animal husbandry
300499,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300500,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300501,工业,医药制造业,医药制造业,Pharmaceutical industry
300502,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300503,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300504,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300505,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300506,综合,装修装饰业,建筑装饰和其他建筑业,Buildings completing
300507,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300508,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300509,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300510,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300511,综合,农业,农业,Agricultural
300512,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300513,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300514,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300515,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300516,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300517,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
300518,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300519,工业,医药制造业,医药制造业,Pharmaceutical industry
300520,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300521,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300522,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300523,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300525,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300526,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300527,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300528,公用事业,广播电影电视业,广播、电视、电影和影视录音制作业,"Radio, film and television"
300529,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300530,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300531,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300532,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300533,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300534,工业,医药制造业,医药制造业,Pharmaceutical industry
300535,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300536,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
300537,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300538,商业,批发和零售贸易,批发业,Wholesale and retail trade
300539,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300540,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300541,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300542,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300543,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300545,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300546,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300547,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300548,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300549,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300550,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300551,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300552,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300553,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300554,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
300555,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300556,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300557,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300558,工业,医药制造业,医药制造业,Pharmaceutical industry
300559,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300560,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300561,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300562,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300563,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300564,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300565,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300566,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300567,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300568,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300569,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300570,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300571,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
300572,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300573,工业,医药制造业,医药制造业,Pharmaceutical industry
300575,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300576,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300577,工业,纺织业,纺织业,Textile industry
300578,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300579,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300580,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300581,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300582,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300583,工业,医药制造业,医药制造业,Pharmaceutical industry
300584,工业,医药制造业,医药制造业,Pharmaceutical industry
300585,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300586,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300587,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300588,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300589,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
300590,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300591,工业,皮革、毛皮、羽绒及制品制造业,皮革、毛皮、羽毛及其制品和制鞋业,"Manufacturing of leather, fur, eiderdown and products"
300592,商业,零售业,零售业,Retail industry
300593,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300594,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
300595,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300596,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300597,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300598,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300599,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300600,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
300601,工业,医药制造业,医药制造业,Pharmaceutical industry
300602,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300603,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300604,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300605,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300606,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
300607,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300608,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300609,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300610,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300611,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300612,公用事业,其他社会服务业,商务服务业,Other social services
300613,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300614,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300615,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300616,工业,家具制造业,家具制造业,Furniture manufacturing industry
300617,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300618,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
300619,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300620,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300621,综合,装修装饰业,建筑装饰和其他建筑业,Buildings completing
300622,商业,零售业,零售业,Retail industry
300623,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300624,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300625,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300626,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300627,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300628,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300629,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300630,工业,医药制造业,医药制造业,Pharmaceutical industry
300631,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300632,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300633,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300634,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300635,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300636,工业,医药制造业,医药制造业,Pharmaceutical industry
300637,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300638,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300639,工业,医药制造业,医药制造业,Pharmaceutical industry
300640,工业,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,"Culture, education and sporting goods manufacturing industry"
300641,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300642,工业,医药制造业,医药制造业,Pharmaceutical industry
300643,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300644,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300645,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300647,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300648,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300649,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
300650,商业,批发和零售贸易,批发业,Wholesale and retail trade
300651,工业,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,"Culture, education and sporting goods manufacturing industry"
300652,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300653,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300654,公用事业,出版业,新闻和出版业,Publishing
300655,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300656,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300657,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300658,工业,纺织业,纺织业,Textile industry
300659,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300660,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300661,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300662,公用事业,其他社会服务业,商务服务业,Other social services
300663,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300664,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300665,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300666,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300667,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300668,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300669,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300670,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300671,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300672,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300673,工业,食品加工业,农副食品加工业,Food processing industry
300674,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300675,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300676,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300677,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300678,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300679,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300680,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300681,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300682,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300683,工业,医药制造业,医药制造业,Pharmaceutical industry
300684,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300685,工业,医药制造业,医药制造业,Pharmaceutical industry
300686,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300687,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300688,公用事业,其他社会服务业,商务服务业,Other social services
300689,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300690,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
300691,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300692,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300693,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300694,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300695,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300696,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
300697,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
300698,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300699,工业,化学纤维制造业,化学纤维制造业,Chemical fiber manufacturing industry
300700,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
300701,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300702,工业,医药制造业,医药制造业,Pharmaceutical industry
300703,工业,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,"Culture, education and sporting goods manufacturing industry"
300705,工业,医药制造业,医药制造业,Pharmaceutical industry
300706,工业,其他制造业,其他制造业,Other manufacturing industries
300707,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300708,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300709,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300710,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300711,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300712,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
300713,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300715,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
300716,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300717,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300718,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300719,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
300720,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300721,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300722,工业,其他制造业,其他制造业,Other manufacturing industries
300723,工业,医药制造业,医药制造业,Pharmaceutical industry
300724,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300725,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300726,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300727,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300729,工业,家具制造业,家具制造业,Furniture manufacturing industry
300730,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300731,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300732,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300733,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300735,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300736,公用事业,其他社会服务业,机动车、电子产品和日用产品修理业,Other social services
300737,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
300738,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300739,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300740,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300741,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300742,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300743,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300745,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300746,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300747,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300748,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
300749,工业,家具制造业,家具制造业,Furniture manufacturing industry
300750,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300751,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300752,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300753,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300755,商业,批发和零售贸易,批发业,Wholesale and retail trade
300756,工业,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,"Culture, education and sporting goods manufacturing industry"
300757,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300758,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300759,公用事业,专业、科研服务业,研究和试验发展,Professional and scientific research services
300760,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300761,综合,畜牧业,畜牧业,Animal husbandry
300762,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300763,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300765,工业,食品制造业,食品制造业,Food manufacturing industry
300766,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
300767,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300768,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300769,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300770,公用事业,通信服务业,电信、广播电视和卫星传输服务,Communication service industry
300771,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300772,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300773,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
300774,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300775,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
300776,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300777,工业,化学纤维制造业,化学纤维制造业,Chemical fiber manufacturing industry
300778,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300779,工业,有色金属矿采选业,废弃资源综合利用业,Non-ferrous metals mining and dressing
300780,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300781,公用事业,其他社会服务业,商务服务业,Other social services
300782,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300783,商业,零售业,零售业,Retail industry
300785,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
300786,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300787,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300788,公用事业,出版业,新闻和出版业,Publishing
300789,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300790,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300791,工业,食品制造业,食品制造业,Food manufacturing industry
300792,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
300793,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300795,公用事业,其他社会服务业,商务服务业,Other social services
300796,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300797,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300798,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300799,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300800,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300801,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300802,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300803,金融,其他金融业,其他金融业,Other financial industry
300805,公用事业,其他社会服务业,商务服务业,Other social services
300806,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300807,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300808,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300809,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300810,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300811,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300812,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300813,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300814,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300815,公用事业,公共设施服务业,公共设施管理业,Public facilities service
300816,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300817,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300818,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300819,工业,纺织业,纺织业,Textile industry
300820,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300821,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300822,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300823,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300824,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300825,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300826,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300827,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300828,工业,金属制品业,金属制品业,Metal product industry
300829,工业,食品制造业,食品制造业,Food manufacturing industry
300830,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300831,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300832,工业,医药制造业,医药制造业,Pharmaceutical industry
300833,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300834,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300835,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300836,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300837,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300838,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300839,工业,石油加工及炼焦业,石油加工、炼焦及核燃料加工业,Petroleum processing and coking industry
300840,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
300841,工业,医药制造业,医药制造业,Pharmaceutical industry
300842,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300843,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300844,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300845,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300846,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300847,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300848,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300849,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300850,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300851,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300852,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300853,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300854,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300855,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
300856,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300857,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300858,工业,食品制造业,食品制造业,Food manufacturing industry
300859,公用事业,公共设施服务业,公共设施管理业,Public facilities service
300860,公用事业,艺术业,文化艺术业,Art industry
300861,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
300862,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300863,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300864,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300865,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300866,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300867,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300868,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300869,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300870,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300871,工业,医药制造业,医药制造业,Pharmaceutical industry
300872,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300873,公用事业,仓储业,仓储业,Warehousing industry
300875,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300876,工业,化学纤维制造业,化学纤维制造业,Chemical fiber manufacturing industry
300877,工业,纺织业,纺织业,Textile industry
